a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u
1299,अनुभावः,"मर्यादा, व्यक्ति की मर्यादा या गौरव राजसी चमक दमक, वैभवशक्ति, बल, अधिकारअनुभाव, विशेषात्तु सेनापरिवृताविव-","दृष्टि, संकेत आदि उपयुक्त लक्षणों द्वारा भावना का प्रकट करनाभावं मनोगतं साकात् स्वगतं व्यंजयति ये तेऽनुभावा इति ख्याताः, यथा भ्रूभंगः कोपस्य व्यंजकः-",दृढ़ संकल्प विश्वास
1300,अनुभावक,"अनुभव कराने वाला, द्योतक"
1301,अनुभावनम्,संकेत और इंगितों द्वारा भावनाओं का द्योतक
1302,अनुभाषणम्,कही हुई बात को खंडन के लिए फिर से कहना,कही हुई बात की पुनरावृत्ति
1303,अनुभूतिः,"साक्षात् प्रत्यक्ष ज्ञान, व्यक्तिगत निरीक्षण और प्रयोग से प्राप्त ज्ञान, मन के संस्कार जो स्मृतिजन्य न हों ज्ञान काएक भेद",तजुर्बा,समझ,"फल, परिणाम"
1304,अनुभोगः,उपभोग,की हुई सेवा के बदले मिलने वाली माफी जमीन
1305,अनुभ्रातृ,छोटा भाई
1306,अनुमत,"सम्मत, अनुज्ञात, इजाजत दिया हुआ, स्वीकृत","चाहा हुआ, प्रिय"
1307,अनुमतः,"स्वीकृति, अनुमोदन, अनुज्ञप्ति"
1308,अनुमतम्,"स्वीकृति, अनुमोदन, अनुज्ञप्ति"
1309,अनुमतिः,"अनुज्ञा, स्वीकृति, अनुमोदन",चतुर्दशी युक्त पूर्णिमा
1310,अनुमननम्,"स्वीकृति, रजामंदी",स्वतंत्रता
1311,अनुमंत्रणम्,मंत्रों द्वारा आवाहन या प्रतिष्ठा
1312,अनुमरणम्,"पीछे मरना, विधवा का सती होना, तन्मरणे चानुमरणं करिष्यमीति मे निश्चयः-"
1313,अनुमा,"अनुमिति, दिये हुए कारणों से अनुमान, दे* अनुमिति"
1314,अनुमानम्,"अनुमिति के साधन द्वारा किसी और निर्णय पर पहुँचना, दिये हुए कारणों से अनुमान लगाना, अनुमान, उपसंहार, न्याय शास्त्र के अनुसार ज्ञान प्राप्ति के चार साधनों में से एक","अटकल, अन्दाजा",सादृश्य,एक अलंकार जिसमें प्रमाण निर्धारित वस्तु का भाव अनोखे ढंग से प्रकट किया जाता है -
1315,अनुमापक,"अनुमान कराने वाला  जो अनुमान करने का आधार बन सके, स्त्री*-अनुमापिका"
1316,अनुमासः,आगामी महीना
1317,अनुमासम्,प्रतिमास
1318,अनुमितिः,"दिये हुए कारणों से किसी निर्णय पर पहुँचना, वह ज्ञान जो निगमन द्वारा या न्यायसंगत तर्क द्वारा प्राप्त हो"
1319,अनुमेय,"अनुमान के योग्य, अनुमान किया जाने वाला, फलानुमेयाः प्रारम्भाः-"
1320,अनुमोदनम्,"सहमति, समर्थन, स्वीकृति, सम्मति"
1321,अनुयाजः,"यज्ञीय अनुष्ठान का एक अंग, गौण या पूरक यज्ञानुष्ठान, [प्रायः’अनूयाजः’ लिखा जाता है ’अनुयाज्ञ’ भी।"
1322,अनुयातृ,अनुगामी
1323,अनुयात्रम्,"परिजन, अनुचर वर्ग, सेवा करना, अनुसरण"
1324,अनुयात्रा,"परिजन, अनुचर वर्ग, सेवा करना, अनुसरण"
1325,अनुयात्रिकः,"अनुचर, सेवक, -"
1326,अनुयानम्,अनुसरण
1327,अनुयायिन्,"अनुगामी, सेवक, अनुवर्ती"
1328,अनुयायी,"पीछे चलने वाला, न्यषेधि शेषोऽप्यनुयायिवर्गः-"
1329,अनुयोक्तृ,"परीक्षक, जिज्ञासु, अध्यापक"
1330,अनुयोगः,"प्रश्न, पृच्छा, परीक्षा","निंदा, झिड़की",याचना,प्रयास,"धार्मिक चिन्तन, टीका-टिप्पण"
1331,अनुयोजनम्,प्रश्न,पॄच्छा
1332,अनुयोज्यः,सेवक
1333,अनुरक्त,"लाल किया हुआ, रंगीन","प्रसन्न, संतुष्ट, निष्ठावान्"
1334,अनुरक्तिः,"प्रेम, आसक्ति, अनुराग, स्नेह"
1335,अनुरंजक,"प्रसन्न करने वाला, सन्तुष्ट करने वाला"
1336,अनुरंजनम्,"संराधन, सन्तुष्ट करना, सुख देना, प्रसन्न करना, सन्तुष्ट रखना"
1337,अनुरणनम्,"अनुरूप लगना, नूपुर या घूंघरुओं की आवाज से उत्पन्न अनवरत प्रतिध्वनि",व्यंजना नामक शब्द शक्तिक्रमलक्ष्यत्वादेवानुरणनरूपो यो व्यंग्यः-
1338,अनुरतिः,"प्रेम, आसक्ति"
1339,अनुरथ्या,"पगडंडी, उपमार्ग"
1340,अनुरसः,"गूंज, प्रतिध्वनि"
1341,अनुरसितम्,"गूंज, प्रतिध्वनि"
1342,अनुरहस,"गुप्त, एकान्तप्रिय, निजी"
1343,अनुरहसम्,एकान्त में
1344,अनुरागः,लालिमा,"भक्ति, आसक्ति, निष्ठा, प्रेम, स्नेह कंटकितेन प्रथयति मय्यनुरागं कपोलेन-"
1345,अनुरागिन्,"आसक्त, प्रेम से उत्तेजित"
1346,अनुरागवत्,"आसक्त, प्रेम से उत्तेजित"
1347,अनुरात्रम्,"रात में, हर रात, प्रति रात्रि"
1348,अनुराधा,"२७ नक्षत्रों में से सतरहवाँ नक्षत्र, यह चार नक्षत्रों का समूह है"
1349,अनुरूप,"सदॄश, मिलता-जुलता, तदनुरुप, योग्य अनुरूपं वरम्-","उपयुक्त या योग्य, अनुकूलभव पितुरनुरूपस्त्वं गुणैर्लोककांतैः-"
1350,अनुरूपम्,समनुरूपता या अभिमति-पूर्वक
1351,अनुरूपतः,समनुरूपता या अभिमति-पूर्वक
1352,अनुरूपेण,समनुरूपता या अभिमति-पूर्वक
1353,अनुरूपशः,समनुरूपता या अभिमति-पूर्वक
1354,अनुरोधः,"विनय, आराधना, इच्छापूर्ति करना","समरूपता, आज्ञापालन, लिहाज, विचार धर्मानुरोधात्-","आग्रहपूर्वक प्रार्थना, याचना, निवेदन",नियम का पालन
1355,अनुरोधनम्,"विनय, आराधना, इच्छापूर्ति करना","समरूपता, आज्ञापालन, लिहाज, विचार","आग्रहपूर्वक प्रार्थना, याचना, निवेदन",नियम का पालन
1356,अनुरोधिन्,विनयी
1357,अनुरोधक,विनयी
1358,अनुलापः,"आवृत्ति, पुनरुक्ति"
1359,अनुलासः,मोर
1360,अनुलास्यः,मोर
1361,अनुलेपः,"अभिषेक, तेलमर्दन","सुगंधित लेप, उबटन"
1362,अनुलेपनम्,"अभिषेक, तेलमर्दन सुरभिकुसुमधूपानुलेपनानि-","सुगंधित लेप, उबटन"
1363,अनुलोम,"बालों से’-ऊपर से नीचे की ओर आने वाला-नियमित, स्वाभाविक क्रमानुसार, अनुकूल, अनुलोम-कृष्टं क्षेत्रं प्रतिलोमं कर्षति-",मिश्रित जैसे कि जाति
1364,अनुलोमम्,स्वाभावित या नियमित क्रम में
1365,अनुलोमाः,मिश्रित जातियाँ
1366,अनुल्वण,"अधिक नहीं, न कम न अधिक",स्पष्ट या साफ नहीं ।
1367,अनुवंशः,वंशतालिका
1368,अनुवक्र,"अत्यंत टेढ़ा, कुछ टेढ़ा या तिरछा"
1369,अनुवचनम्,"आवॄत्ति, सस्वर पाठ, अध्यापन"
1370,अनुवत्सरः,वर्ष
1371,अनुवर्तनम्,"अनुगमन, अनुवर्तिता, आज्ञाकारिता, अनुरूपता, आलं* भी","प्रसन्न करना, अनुग्रह करना",स्वीकृति,"फल, परिणाम",पूर्वसूत्र से पूर्ति करना
1372,अनुवर्तिन्,"अनुगामी, आज्ञाकारी",अनुरुप कर्म* के साथ या समास में
1373,अनुवश,"दूसरे की इच्छा के अधीन, आज्ञाकारी"
1374,अनुवशः,"अधीनता, आज्ञाकारिता"
1375,अनुवाकः,आवॄत्ति करना,"वेद के उपभाग  अनुभाग, अध्याय"
1376,अनुवाचनम्,"सस्वर पाठ कराना, अध्यापन, शिक्षण",स्वयं पाठ करना दे* वच् अनु के साथ
1377,अनुवातः,वह दिशा जिस ओर की हवा हो
1378,अनुवादः,सामान्य रुप से आवॄत्ति,"व्याख्या उदाहरण, या समर्थन की दॄष्टि से आवॄत्ति","व्याख्यात्मक आवॄत्ति या पूर्वकथित बात का उल्लेख, विशेष रूप से ब्राह्मण ग्रन्थों का वह भाग जिसमें पूर्वोक्त निदेश या विधि की व्याख्या, चित्रण या उसके टीका-टिप्पण निहित हैं और जो स्वयं कोइ विधि या निदेश् नहीं है",समर्थन,"विवरण, अफवाह"
1379,अनुवादक,व्याख्यापरक,"समरुप, समस्वर"
1380,अनुवादिन्,व्याख्यापरक,"समरुप, समस्वर"
1381,अनुवाद्य,"व्याख्येय, उदाहरणसापेक्ष","वाक्य में किसी उक्ति का कर्ता, -अनुवाद्यमनुक्त्वैव विधेयमुदीरयेत्विधेय का विपरीतार्थक, जो कि कर्ता के विषय में कुछ विधि या निषेध करता है, वाक्य में पहले से ज्ञात अनुवाद्य या कर्ता की पुनरुक्ति विधेय के साथ संबंध जतलाने के लिए की जाती है अतः उसे वाक्य में पहले रक्खा जाता है- व्या*"
1382,अनुवारम्,"समय समय पर, बार बार, फिर दोबारा"
1383,अनुवासः,सामान्यतः धूप आदि सुगंधित द्रव्यों से सुवासित करना,कपड़ों के किनारे डुबोकर सुगब्ंधित बनाना,"पिचकारी, तेल का एनिमा कर्ना, या स्निग्ध बनानाअनुवासनः भी"
1384,अनुवासनम्,सामान्यतः धूप आदि सुगंधित द्रव्यों से सुवासित करना,कपड़ों के किनारे डुबोकर सुगब्ंधित बनाना,"पिचकारी, तेल का एनिमा कर्ना, या स्निग्ध बनाना"
1385,अनुवासित,"धूपित, धूनी दिया हुआ, सुगन्धित किया हुआ"
1386,अनुवित्तिः,"निष्कर्ष, प्राप्ति"
1387,अनुविद्ध,"छिदा हुआ सुराख किया हुआ, कीटानुबिद्धरत्नादिसाधारण्येन काव्य्ता-","ऊपर फैला हुआ, अन्तर्जटित, पूर्ण, व्याप्त, मिश्रित, मिलावटवाला, अन्तर्मिश्रितसरसिजमनुबिद्धं शैवलेनापि रम्यम्-","संयुक्त, स्अम्बद्ध","स्थापित, जरा हुआ, चित्रितरत्नानुबद्धार्नव मेखलाया दिशः सपत्नी भव दक्षिणस्याः-"
1388,अनुविधानम्,आज्ञाकारिता,आदेशादि के अनुरुप कार्य करना
1389,अनविधायिन्,"आज्ञाकारी, विनीत"
1390,अनुविनाशः,बाद में नष्ट होना
1391,अनुविष्टंभः,फलस्वरुप बाधा का होना
1392,अनुवृत्त,"आज्ञाकारी, अनुगामी","अबाध, निरन्तर"
1393,अनुवृत्तिः,स्वीकृति,"आज्ञाकारिता, अनुरुपता, अनुगामिता, नैरन्तर्य","अनुकूल या उपयुक्त कार्य करना, आज्ञापालन, मौन सहमति, सन्तुष्ट करना, प्रसन्न करनाकांतानुवृत्तिः चातुर्यमपि शिक्षितं वत्सेन-",(व्या०)आगामी नियम में पिछले नियम की पुनरुक्ति या पूर्ति  पिछले नियम का आगामी नियम पर निरन्तर प्रभाव,पुनरुक्ति वर्णानामनुवॄत्तिरनुप्रासः
1394,अनुवेलम्,"कभी-कभी, बारंबार, इति स्म पृच्छत्यनुवेलमादृतः-"
1395,अनुवेशः,"अनुगमन, बाद में दाखिल होना",बड़े भाई के विवाह से पहले छोटे भाई का विवाह
1396,अनुवेशनम्,"अनुगमन, बाद में दाखिल होना",बड़े भाई के विवाह से पहले छोटे भाई का विवाह
1397,अनुव्यंजनम्,गौण लक्षण या चिन्ह
1398,अनुव्यवसायः,"प्रत्यक्ष का बोध या चेतना, मनोभाव या निर्णय का प्रत्यक्षीकरण ।  न्या* में  वेदा* में"
1399,अनुव्याधः,"चोट पहुँचाना, छेदना, सूराख करना, न हि कीटानुवेधादयो रत्नस्य रत्नत्वं व्याहन्तुमीशाः-","संपर्क, मेलमुखामोदं मदिरया कृतानुव्याधमुद्वमन्-",मिश्रण,बाधा डालना
1400,अनुवेधः,"चोट पहुँचाना, छेदना, सूराख करना","संपर्क, मेल",मिश्रण,बाधा डालना
1401,अनुव्याहरणम्,"पुनरुक्ति, बारंबार कथन","अभिशाप, कोसना"
1402,अनुव्याहारः,"पुनरुक्ति, बारंबार कथन","अभिशाप, कोसना"
1403,अनुव्रजनम्,"अनुसरण, अनुगमन,  विशेषतया बिदा होता हुआ अभ्यागत"
1404,अनुव्रज्या,"अनुसरण, अनुगमन,  विशेषतया बिदा होता हुआ अभ्यागत"
1405,अनुव्रत,"भक्त, निष्ठावान्, संलग्न, कर्म* या संब* के साथ"
1406,अनुशतिक,सौ के साथ या सौ में मोल लिया हुआ
1407,अनुशयः,"पश्चात्ताप, मनस्ताप, खेद, रंज, नन्वनुशयस्थानमेतत्-",अति वैर या क्रोधशिशुपालोऽनुशयं परं गतः-,घृणा,"गहरा संबन्ध, जैसा कि क्रमागत, गहन आसक्ति किसी पदार्थ से",दुष्कर्मों का परिणाम या फल जो कि उनके साथ संयुक्त रहता है और पुनर्जन्म से अस्थायी मुक्ति का उपभोग कराके फिर जीव को शरीरों में प्रविष्ट करता है वेदा* में,क्रय के मामलों में खेद जिसे पारिभाषिक रूप में ‘उत्सादन’ कहते हैं दे* क्रीतानुशय
1408,अनुशयान,खेद प्रकट करता हुआ
1409,अनुशयाना,"नायिका का एक भेद, यह नायिका अपने प्रेमी के वियोग का खयाल करके उदास और खिन्न रहती है"
1410,अनुशयिन्,"अनुरक्त, भक्त, श्रद्धालु","पश्चात्तप करने वाला, पछतानेवाला",अत्यधिक घॄणा करने वाला,मानों किसी फल के कारण संबद्ध
1411,अनुशरः,"भूत प्रेत, राक्षस"
1412,अनुशासक,"निदेशक, शिक्षक, शासन करने वाला, दंड देने वाला कविं पुराणमनुशासितारम्-"
1413,अनुशासिन्,"निदेशक, शिक्षक, शासन करने वाला, दंड देने वाला"
1414,अनुशास्तृ,"निदेशक, शिक्षक, शासन करने वाला, दंड देने वाला"
1415,अनुशासितृ,"निदेशक, शिक्षक, शासन करने वाला, दंड देने वाला"
1416,अनुशासनम्,"आदेश, प्रोत्साहन, शिक्षण, नियमों विधियों का बनाना, नामर्मिगं, संज्ञाओं के लिंग संबंधी नियमों का निर्धारण तथा व्याख्य-शब्दानुशासनम्-सिद्धा० । भवत्यधिक्षेप इवानुशासनम्-"
1417,अनुशिक्षिन्,"क्रियाशील, सीखने वाला"
1418,अनुशिष्टिः,"शिक्षण, अध्यापन, आदेश, आज्ञा"
1419,अनुशीलनम्,"अभिप्रेत तथा श्रमपूर्ण प्रयोग, सतत प्रयत्न या अभ्यास, सतत या बारंवार अभ्यास या अध्ययन"
1420,अनुशोकः,"रंज, पश्चाताप, खेद, इसी अर्थ में अनुशुचितम्, अनुशोचितम्"
1421,अनुशोचनम्,"रंज, पश्चाताप, खेद"
1422,अनुश्रवः,वैदिक परंपरा
1423,अनुषक्त,संबद्ध,संलग्न या संसक्त
1424,अनुषङ्गः,"गहन लगाव, संबंध, संयोग, साहचर्य",मेल,शब्दों का पारस्परिक संबंध,आवश्यक परिमाण,"दया, तरस"
1425,अनुषाङ्गिक,"अनिवार्य फलस्वरुप, सहवर्ती"
1426,अनुषाङ्गिन्,"संबद्ध, अनुरक्त, संसक्त",अनिवार्य परिणाम के रुप में आने वाला,"व्यावहारिक, सामान्य, छा जाने वाला विभूतानुषंगि भयमेति जनः-"
1427,अनुषञ्जनीय,पूर्ववाक्य से ग्राह्य  शब्द की भांति
1428,अनुषेकः,"दोबारा पानी देना, फिर से जल छिड़कना"
1429,अनुसेचनम्,"दोबारा पानी देना, फिर से जल छिड़कना"
1430,अनुष्टुतिः,"प्रशंसा, सिफारिश, क्रमानुसार"
1431,अनुष्टुभ्,"प्रशंसा में अनुगमन, वाणी",सरस्वती,बत्तीस अक्षरों का एक छंद जिसमें आठ २ अक्षरों के चार-चार पाद होते हैं
1432,अनुष्ठातृ,"कार्य करने वाला, अनुष्ठान करने वाला"
1433,अनुशष्ठायिन्,"कार्य करने वाला, अनुष्ठान करने वाला"
1434,अनुष्ठानम्,"कार्य करना, धर्मकृत्य करना, कार्य में परिणत करना, कार्यनिष्पादन, आज्ञापालन, उपरुध्यते तपोऽनुष्ठानम्-","आरंभ, उत्तरदायित्व, कार्य में व्यस्तता","आचरणपद्धति, कार्यपद्धति",धार्मिक संस्कारों या कृत्यों का प्रयोग
1435,अनुष्ठापनम्,कार्य कराना
1436,अनुष्ण,"जो गर्म न हो, ठंडा","वीतराग, सुस्त, शिथिल"
1437,अनुष्णः,शीतस्पर्श
1438,अनुष्णम्,"कुमुद, नील कमल"
1439,अनुष्यन्दः,पिछला पहिया
1440,अनुसन्धानम्,"पृच्छा, गवेषण, गहन निरीक्षण या परीक्षण, जांच",उद्देश्य,"योजना, क्रमबद्ध करना, तत्पर होना",उपयुक्त संयोग
1441,अनुसंहित,"पूछताछ किया गया, जांच पड़ताल किया गया"
1442,अनुसंहितम्,"संहिता-पाठ में, संहिता-पाठ के अनुसार"
1443,अनुसमयः,नियमित और उचित संयोग जैसे कि शब्दों का
1444,अनुसमापनम्,नियमितरूप से किसी कार्य की समाप्ति
1445,अनुसम्बद्ध,संयुक्त
1446,अनुसरः,"अनुगामी, साथी, अनुचर"
1447,अनुसरणम्,"अनुगमन, पीछा करना, पीछे जाना",समनुरूपता
1448,अनुसर्पः,"सर्पसदृश जन्तु, सरीसॄप्"
1449,अनुसवनम्,यज्ञ के पश्चात्,प्रत्येक यज्ञ में,प्रतिक्षण
1450,अनुसाम,"मनाया हुआ, मित्र सदृश, अनुकूल"
1451,अनुसायम्,प्रति सांयकाल
1452,अनुसूचनम्,"संकेत करना, इशारा करना"
1453,अनुसारः,"पीछे जाना, अनुगमन  पीछा करना, शब्दानुसारेण अवलोक्य-","समनुरूपता, के अनुसार, प्रयोग के अनुरूप","प्रथा, रिवाज, रस्म",माना हुआ अधिकार
1454,अनुसारक,"अनुगामी, पीछा करने वाला, पीछे जाने वाला, सेवा करने वाला, मृगानुसारिणं पिनाकिनम्-","के अनुकूल या समनुरूप, बाद में आने वालाअनुसारक यथाशात्र-","तलाश करना, ढ़ूंढ़ना, खोजना, जाँच करना"
1455,अनुसारिन्,"अनुगामी, पीछा करने वाला, पीछे जाने वाला, सेवा करने वाला","के अनुकूल या समनुरूप, बाद में आने वाला","तलाश करना, ढ़ूंढ़ना, खोजना, जाँच करना"
1456,अनुसारणा,"पीछे जाना, पीछा करना, तस्मात्पलायमानानां कुर्यान्नात्यनुसारणम्-"
1457,अनुसूचक,"संकेत करने वाला, इशारा करने वाला"
1458,अनुसृतिः,"पीछे जाना, अनुगमन, अनुरुप होना, अनुसार होना"
1459,अनुसैन्यम्,"सेना का पिछला भाग, अनुरक्षक सेना"
1460,अनुस्कन्दम्,क्रमशः प्रविष्ट होकर क्रमानुसार अन्दर जाकर गेहं गेहमनुस्कंदम्-
1461,अनुस्तरणम्,चारों ओर बखेरना या फैलाना
1462,अनुस्तरणी,"गाय, विशेषतया वह गाय जिसका बलिदान अंत्येष्ट संस्कार के समय किया जाय"
1463,अनुस्मरणम्,"फिर से ध्यान में लाना, स्मरण करना",बारंबार स्मरण करना
1464,अनुस्मृतिः,वह स्मृति या स्मरण जो प्रिय हो,अन्य विषयों को छोड़कर केवल एक ही बात का चिन्तन करना
1465,अनुस्यूत,नियमित तथा निर्बाध रुप से मिला कर वुना हुआ,"सिला हुआ, बंधा हुआ",सुपक्त और सुश्रॄंखलित ।
1466,अनुस्वानः,अनुरुप शब्द करना,"बाद में शब्द करना, गूंज दे* अनुरणन"
1467,अनुस्वारः,नासिक्य ध्वनि जो पंक्ति के ऊपर एक बिंदु लगा कर प्रकट की जाती है और जो सदैव पूर्ववर्ती स्वर से संबद्ध होती है
1468,अनुहरणम्,"नकल, मिलना-जुलना, समानता"
1469,अनुहारः,"नकल, मिलना-जुलना, समानता"
1470,अनूकः,"कुल, वंश","मनोवृत्ति, स्वभाव, चरित्र, वंश की विशेषता"
1471,अनूकम्,"कुल, वंश","मनोवृत्ति, स्वभाव, चरित्र, वंश की विशेषता"
1472,अनूचान,"अध्ययनशील, विद्वान् विशेषतया वेद, वेदांगों में ऐसा पारंगत विद्वान् जो उन्हें सुना सके और पढ़ा सके इदमूचुरनूचानाः-",सुशील
1473,अनूचानः,"अध्ययनशील, विद्वान् विशेषतया वेद, वेदांगों में ऐसा पारंगत विद्वान् जो उन्हें सुना सके और पढ़ा सके",सुशील
1474,अनुढ,न ले जाया गया,अविवाहित
1475,अनूढा,अविवाहित स्त्री
1476,अनूदकम्,"जल का अभाव, सूखा पड़ना"
1477,अनूद्देशः,सापेक्ष क्रम एक अलंकार का नाम जिसमें कि यथा क्रम पूर्ववर्ती शब्दों का उल्लेख होता है यथासंख्यमनूद्देश उद्दिष्टानां केअमेण यत्-
1478,अनून,"जो घटिया न हो, कम न हो, अभाव वाला न हो वृन्दावने चैत्ररथानूने-","पूर्ण, समस्त, सकल, बड़ा, महान् -"
1479,अनूप,"जलीय, जलबहुल अथवा दलदल वाला प्रदेश"
1480,अनूपः,जलबहुल स्थान या देश,एक देश का नाम अनूपाः ब* व*,"दलदल, कीचड़",पानी का तालाब,"नदी का किनारा, पर्वत का पहलू",भैंस,मेंढक,एक प्रकार का तीतर,हाथी
1481,अनूपम्,जलबहुल स्थान या देश,एक देश का नाम,"दलदल, कीचड़",पानी का तालाब,"नदी का किनारा, पर्वत का पहलू",भैंस,मेंढक,एक प्रकार का तीतर,हाथी
1482,अनूराधा,"अनुयाज, अनुराधा अनूयाज"
1483,अनूरु,जिसके जंघा न हो
1484,अनुरुः,"सूर्य का सारथि अरुणउषा, जिसका जंघारहित होने का वर्णन पाया जाता है  दे* अरुण"
1485,अनूर्जित,"अशक्त, दुर्बल, शक्तिहीन",दर्परहित
1486,अनूषर,"रेहीला, बंजर जैसी  भूमि  दे* उत्तम और अनुत्तम",जिसमें रेह न हो
1487,अनृच्,बिना ऋचा का,"जो ऋग्वेद का ज्ञाता न हो, या ऋग्वेद का अध्येता न हो, यज्ञोपवीत न होने के कारण जिसे वेदाध्ययन का अधिकार न होअनृचो माणवकः-"
1488,अनृच,बिना ऋचा का,"जो ऋग्वेद का ज्ञाता न हो, या ऋग्वेद का अध्येता न हो, यज्ञोपवीत न होने के कारण जिसे वेदाध्ययन का अधिकार न होअनृचो माणवकः-"
1489,अनृजु,"जो सरल न हो्, कुटिल, अयोग्य, दुष्ट, बेईमान  आलं"
1490,अनृणं,"जो कर्जदार न हो, एनामनृणां करोमि-"
1491,अनृणिन्,अनृण
1492,अनृत,"जो सत्य न हो, मिथ्याप्रियं च नानॄतं ब्रूयात्-"
1493,अनृतम्,"असत्यता, झठ बोलना, धोखा, जालसाजी",कृषि -
1494,अनृतुः,"अनुपयुक्त ऋतु, अनुचित समय, असमय"
1495,अनेक,"जो एक न हो, एक से अधिक, बहुत से अनेकपितृकाणां तु पितृतो हागकल्पना-","अलग-अलग, भिन्न भिन्न"
1496,अनेकान्त,"अस्थिर, जो बहुत आवश्यक न हो।","हेत्वाभास के मुख्य पाँच भागों मे से एक, अन्यथा यह ‘सव्यभिचार’ कहलता है और तीन प्रकार का हैः- क ‘साधारण’ जहाँ कि हेतु दोनों ओर-स्वपक्ष, तथा विपक्ष में-पाया जाय, फलतः तर्क अतिसामान्य हो जाय, ख ‘असाधारण्; जहाँ हेतु केवल पक्ष में ही पाये जायँ फलतः तर्क अतिसामान्य न हो, ग ‘अनुपसहारी’ जहाँ पक्ष में प्रत्येक ज्ञात बात तो सम्मिलित है, परन्तु तर्को की अभी समाप्ति नहीं हुई है । तर्क* में"
1497,अनेकधा,"विविध रीति से नाना प्रकार से, जगत्कृत्स्नं प्रविभक्तमनेकधा-"
1498,अनेकशः,"कई बार, बारंबार, अनेकशो निर्जितराजकस्त्वम्-",विविध रीति से,बड़ी संख्या में या बड़े परिमाण मेंपुत्रा अनेकशो मॄता दाराश्च् -
1499,अनेडः,"मूर्ख पुरुष, अज्ञानी व्यक्ति, मूढ़"
1500,अनेनस्,"निष्पाप, कलंकरहित"
1501,अनेहस्,समय  काल  हा-हसौ आदि
1502,अनैकांत,"परिवर्त्य, अनिश्चित, अस्थिर, सामयिक"
1503,अनैकांतिक,"अस्थिर, जो बहुत आवश्यक न हो।  स्त्री*-अनैकांतिकी","हेत्वाभास के मुख्य पाँच भागों मे से एक, अन्यथा यह ‘सव्यभिचार’ कहलता है और तीन प्रकार का हैः- क ‘साधारण’ जहाँ कि हेतु दोनों ओर-स्वपक्ष, तथा विपक्ष में-पाया जाय, फलतः तर्क अतिसामान्य हो जाय, ख ‘असाधारण्; जहाँ हेतु केवल पक्ष में ही पाये जायँ फलतः तर्क अतिसामान्य न हो, ग ‘अनुपसहारी’ जहाँ पक्ष में प्रत्येक ज्ञात बात तो सम्मिलित है, परन्तु तर्को की अभी समाप्ति नहीं हुई है । तर्क* में"
1504,अनैक्यम्,"एकता का अभाव, बहुवचनता","एकत्व की कमी, अव्यवस्था","अशान्ति, अराजकता"
1505,अनैतिह्यम्,"परंपरागत प्रामाणिकता का अभाव, या जहां इस प्रकार की स्वीकृति अपेक्षित है"
1506,अनो,"नहीं, न ।"
1507,अनोकशायी,"घर में न सोने वाला, भिक्षूक"
1508,अनोकहः,"वृक्ष, अनोकहा, कम्पितपुष्पगंधी-"
1509,अनौचित्यम्,"अनुपयुक्तता, अनुचितता, अनौचित्यादॄते नान्यद्रसभंगस्य कारणम् -"
1510,अनौजस्यम्,शक्ति सामर्थ्य या बल का अभाव दौर्गत्याद्यैरनौजस्यं दैन्यं मलिनतादिकृत्-
1511,अनौद्धत्यम्,"अहंकार से मुक्ति, शालीनता, विनय",शान्ति नदीनरौद्धत्यमपङ्कतामहीं-
1512,अनौरस,"जो औरस-अर्थात् विवाहिता पत्नी से उत्पन्न न हो, अपना भी न हो, गोद लिया हुआ  पुत्र के रुप में"
1513,अन्त,निकट,अन्तिम,"सुन्दर, मनोहर -","नीचतम, निकृष्टतम",सबसे छोटा
1514,अन्तः,"छोर, मर्यादा, सीमा, चरम सीमा, अन्तिम बिन्दु या पराकाष्ठा, स सागरातां पृथिवीं प्रशास्ति-","छोर, सरहद, किनारा, पारिसर, सामान्य रूप से स्थान या भूमियत्र रम्यो वनांतः-","बुनी हुई किनारी का पल्ला वस्त्र-अंतः, पट-अन्तः","सामीप्य, सन्निकटता, पड़ौस, विद्यमानता गंगा प्रपातांतविरूढशष्पं-","समप्ति, उपसंहार, अवसानसेकांते-","मृत्यु, नाश, जीवन का अन्तराका भवेत्स्वस्तिमती त्वदंते-",शब्द का अन्तिम अक्षर व्या* में,समास में अंतिम शब्द,"निश्चय, निर्णीत या अंतिम निश्चय उभयोरपि दृष्टों ऽतस्तत्त्वदर्शिभिः-","अंतिम अंश, अवशेष(यथा निशांत, वेदांत)","प्रकृति, दशा, प्रकार, जाति","वृत्ति, तत्त्व शुद्धांतः"
1515,अन्तक,"मारने वाला, नाश करने वाला, घातक -"
1516,अन्तकः,मृत्यु,"साकार मृत्यु, संहारक, यम, मॄत्यु का देवता्ऋषिप्रभावान्मयि नान्तकोऽपि प्रभुः प्रहर्तुम्-"
1517,अन्ततः,किनारे से,"आखिर कार, अन्त में, अंततोगत्वा, निदान","अंशतः, कुछ","भीतर, अन्दर",अघम रीति से अंत के सभी अर्थ‘अंततः’ में समा जाते हैं
1518,अन्ते,भीतर,"अन्त में, आखिरकार","उपस्थिति में, निकट, पास ही की"
